,language,glottocode,lemma,pos,reference,meaning_ru,target_ipa,russian_ipa,metathesis,problems
681,Bagvalal,bagv1239,ПУРÓНТ,,Magomedova 2004,фронт,p-u-r-'o-n-t,f-0-r-'o-n-t,,
682,Botlikh_Al,botl1242,поро́нт,,"Alekseev, Azayev 2019",фронт,p-o-r-'o-n-t,f-0-r-'o-n-t,,
683,Andi,andi1255,пайтӏун,,Salimov 2010,фаэтон,p-a-j-t'-u-n,f-A-E-t-'o-n,,
684,Andi,andi1255,памилийа,,Salimov 2010,фамилия,p-a-m-i-l-i-j-a,f-A-mʲ-'i-lʲ-I-j-A,,
685,Avar,avar1256,фамѝлия,,Gimbatov 2006,фамилия,f-a-m-'i-l-i-j-a,f-A-mʲ-'i-lʲ-I-j-A,,
686,Botlikh_Al,botl1242,пами́ли,,"Alekseev, Azayev 2019",фамилия,p-a-m-'i-l-i-0-0,f-A-mʲ-'i-lʲ-I-j-A,,
687,Akhvakh,akhv1239,гьване̄'ра,noun,"Magomedova, Abdulayeva 2007",фанера,hʷ-a-n-'eː-r-a,f-A-nʲ-'e-r-A,,
688,Akhvakh,akhv1239,пане̄'ра,noun,"Magomedova, Abdulayeva 2007",фанера,p-a-n-'eː-r-a,f-A-nʲ-'e-r-A,,
689,Avar,avar1256,фанéра,,Gimbatov 2006,фанера,f-a-n-'e-r-a,f-A-nʲ-'e-r-A,,
690,Bagvalal,bagv1239,ПАНÉРА,,Magomedova 2004,фанера,p-a-n-'e-r-a,f-A-nʲ-'e-r-A,,
691,Botlikh_Al,botl1242,пане́р,noun,"Alekseev, Azayev 2019",фанера,p-a-n-'e-r-0,f-A-nʲ-'e-r-A,,
692,Godoberi,ghod1238,ПАНÉРА,,Saidova 2006,фанера,p-a-n-'e-r-a,f-A-nʲ-'e-r-A,,
693,Karata-Tukita,kara1474,ПАНЕ'РА,,"Magomedova, Khalidova 2001",фанера,p-a-n-'e-r-a,f-A-nʲ-'e-r-A,,
694,Botlikh_Al,botl1242,па́рпур,,"Alekseev, Azayev 2019",фарфор,p-'a-r-p-u-r,f-A-r-f-'o-r,,
695,Avar,avar1256,фашѝст,,Gimbatov 2006,фашист,f-a-ʃ-'i-s-t,f-A-ʃ-'i-s-t,,
696,Botlikh_Al,botl1242,паши́ст,noun,"Alekseev, Azayev 2019",фашист,p-a-ʃ-'i-s-t,f-A-ʃ-'i-s-t,,
697,Avar,avar1256,фашѝзм,,Gimbatov 2006,фашизм,f-a-ʃ-'i-z-m,f-A-ʃ-'i-z-m,,
698,Botlikh_Al,botl1242,паши́зм,noun,"Alekseev, Azayev 2019",фашизм,p-a-ʃ-'i-z-m,f-A-ʃ-'i-z-m,,
699,Avar,avar1256,фона́р/ь,,Gimbatov 2006,фонарь,f-o-n-'a-r,f-O-n-'a-rʲ,,
700,Bagvalal,bagv1239,ПАНÁР,,Magomedova 2004,фонарь,p-a-n-'a-r,f-O-n-'a-rʲ,,
701,Botlikh_Al,botl1242,пана́р,noun,"Alekseev, Azayev 2019",фонарь,p-a-n-'a-r,f-O-n-'a-rʲ,,
702,Botlikh,botl1242,пана́р,noun,"Saidova, Abusov 2012",фонарь,p-a-n-'a-r,f-O-n-'a-rʲ,,
703,Godoberi,ghod1238,ПАНŌР,,Saidova 2006,фонарь,p-a-n-oː-r,f-O-n-'a-rʲ,,
704,Akhvakh,akhv1239,гьвана'ри,noun,"Magomedova, Abdulayeva 2007",фонарь,hʷ-a-n-'a-r-i,f-O-n-'a-rʲ-0,,
705,Akhvakh,akhv1239,пана'ри,noun,"Magomedova, Abdulayeva 2007",фонарь,p-a-n-'a-r-i,f-O-n-'a-rʲ-0,,
706,Bagvalal,bagv1239,ПАНÁРИК,,Magomedova 2004,фонарик,p-a-n-'a-r-i-k,f-O-n-'a-rʲ-I-k,,
707,Botlikh,botl1242,пана́рикI,noun,"Saidova, Abusov 2012",фонарик,p-a-n-'a-r-i-k',f-O-n-'a-rʲ-I-k,,
708,Godoberi,ghod1238,ПАНÁРИК,,Saidova 2006,фонарик,p-a-n-'a-r-i-k,f-O-n-'a-rʲ-I-k,,
709,Karata-Tukita,kara1474,ПАНВА'Р,,"Magomedova, Khalidova 2001",фонарь,p-a-n-w-'a-r,f-O-n-0-'a-rʲ,,
710,Karata-Tukita,kara1474,ПАНО'ВАР,,"Magomedova, Khalidova 2001",фонарь,p-a-n-'o-w-a-r,f-O-n-0-0-'a-rʲ,,
711,Botlikh_Al,botl1242,панта́н,,"Alekseev, Azayev 2019",фонтан,p-a-n-t-'a-n,f-O-n-t-'a-n,,
712,Botlikh_Al,botl1242,пармали́н,,"Alekseev, Azayev 2019",формалин,p-a-r-m-a-l-'i-n,f-O-r-m-A-lʲ-'i-n,,
713,Avar,avar1256,фотóграф,,Gimbatov 2006,фотограф,f-o-t-'o-g-r-a-p,f-O-t-'o-g-r-A-f,,
714,Botlikh_Al,botl1242,пото́грап,,"Alekseev, Azayev 2019",фотограф,p-o-t-'o-ɡ-r-a-p,f-O-t-'o-g-r-A-f,,
715,Avar,avar1256,фронт,,Gimbatov 2006,фронт,f-r-'o-n-t,f-r-'o-n-t,,
716,Avar,avar1256,фуфа́йка,,Gimbatov 2006,фуфайка,f-u-f-'a-j-k-a,f-U-f-'a-j-k-A,,
717,Botlikh_Al,botl1242,пупа́йка,noun,"Alekseev, Azayev 2019",фуфайка,p-u-p-'a-j-k-a,f-U-f-'a-j-k-A,,
718,Avar,avar1256,фура́жка,,Gimbatov 2006,фуражка,f-u-r-'a-ʒ-k-a,f-U-r-'a-ZH-k-A,,
719,Bagvalal,bagv1239,ХУРÁШКА,,Magomedova 2004,фуражка,χ-u-r-'a-ʃ-k-a,f-U-r-'a-ZH-k-A,,
720,Botlikh_Al,botl1242,пура́шка,noun,"Alekseev, Azayev 2019",фуражка,p-u-r-'a-ʃ-k-a,f-U-r-'a-ZH-k-A,,
721,Chamalal,cham1309,ПУРАШКА,noun V,Magomedova 1999,фуражка,p-u-r-a-ʃ-k-a,f-U-r-'a-ZH-k-A,,
722,Godoberi,ghod1238,ПУРÁШКЯ,,Saidova 2006,фуражка,p-u-r-'a-ʃ-kʲ-a,f-U-r-'a-ZH-k-A,,
723,Andi,andi1255,пургун,,Salimov 2010,фургон,p-u-r-ɡ-u-n,f-U-r-g-'o-n,,
724,Avar,avar1256,фургóн,,Gimbatov 2006,фургон,f-u-r-g-'o-n,f-U-r-g-'o-n,,
725,Bagvalal,bagv1239,ПУРЃУН,,Magomedova 2004,фургон,p-u-r-ɡ-'u-n,f-U-r-g-'o-n,,
726,Botlikh,botl1242,пурго́н,noun,"Saidova, Abusov 2012",фургон,p-u-r-ɡ-'o-n,f-U-r-g-'o-n,,
727,Botlikh_Al,botl1242,пургу́н,noun,"Alekseev, Azayev 2019",фургон,p-u-r-ɡ-'u-n,f-U-r-g-'o-n,,
728,Godoberi,ghod1238,ПУРГУ́Н,,Saidova 2006,фургон,p-u-r-ɡ-'u-n,f-U-r-g-'o-n,,
729,Tindi,tind1238,ПУРГУ́Н,,Magomedova 2003,фургон,p-u-r-ɡ-'u-n,f-U-r-g-'o-n,,
730,Avar,avar1256,футбóл,,Gimbatov 2006,футбол,f-u-t-b-'o-l,f-U-T-b-'o-l,,
731,Botlikh,botl1242,пудбо́л,noun,"Saidova, Abusov 2012",футбол,p-u-d-b-'o-l,f-U-T-b-'o-l,,
732,Godoberi,ghod1238,ПУДБÓЛ,,Saidova 2006,футбол,p-u-d-b-'o-l,f-U-T-b-'o-l,,
733,Botlikh,botl1242,пе́лшер,noun,"Saidova, Abusov 2012",фельдшер,p-'e-l-ʃ-e-r,fʲ-'e-lʲ-ʃ-E-r,,
734,Godoberi,ghod1238,ПÉЛШЕР,,Saidova 2006,фельдшер,p-'e-l-ʃ-e-r,fʲ-'e-lʲ-ʃ-E-r,,
735,Akhvakh,akhv1239,пе'рма,noun,"Magomedova, Abdulayeva 2007",ферма,p-'e-r-m-a,fʲ-'e-r-m-A,,
736,Avar,avar1256,фéрма,,Gimbatov 2006,ферма,f-'e-r-m-a,fʲ-'e-r-m-A,,
737,Bagvalal,bagv1239,ПÉРМА,,Magomedova 2004,ферма,p-'e-r-m-a,fʲ-'e-r-m-A,,
738,Botlikh,botl1242,пе́рм/а,noun,"Saidova, Abusov 2012",ферма,p-'e-r-m-a,fʲ-'e-r-m-A,,
739,Botlikh_Al,botl1242,пе́рма,noun,"Alekseev, Azayev 2019",ферма,p-'e-r-m-a,fʲ-'e-r-m-A,,
740,Godoberi,ghod1238,ПÉРМА,,Saidova 2006,ферма,p-'e-r-m-a,fʲ-'e-r-m-A,,
741,Avar,avar1256,ферз/ь,,Gimbatov 2006,ферзь,f-'e-r-z,fʲ-'e-r-Zʲ,,
742,Botlikh_Al,botl1242,перз,,"Alekseev, Azayev 2019",ферзь,p-e-r-z,fʲ-'e-r-Zʲ,,
743,Botlikh_Al,botl1242,пи́кус,noun,"Alekseev, Azayev 2019",фикус,p-'i-k-u-s,fʲ-'i-k-U-s,,
744,Akhvakh,akhv1239,пиᴴ'ка,noun,"Magomedova, Abdulayeva 2007",финка,p-'i-0-k-a,fʲ-'i-n-k-A,,
745,Akhvakh,akhv1239,пи'ка,noun,"Magomedova, Abdulayeva 2007",финка,p-'i-0-k-a,fʲ-'i-n-k-A,,
746,Bagvalal,bagv1239,П́ИНКА,,Magomedova 2004,финка,p-'i-n-k-a,fʲ-'i-n-k-A,,
747,Botlikh_Al,botl1242,пи́нка,noun,"Alekseev, Azayev 2019",финка,p-'i-n-k-a,fʲ-'i-n-k-A,,
748,Botlikh,botl1242,пи́нка,noun,"Saidova, Abusov 2012",финка,p-'i-n-k-a,fʲ-'i-n-k-A,,
749,Chamalal,cham1309,ПИᴴКА,noun III,Magomedova 1999,финка,p-ĩ-0-k-a,fʲ-'i-n-k-A,,
750,Godoberi,ghod1238,ПИ́НКЯ,,Saidova 2006,финка,p-'i-n-kʲ-a,fʲ-'i-n-k-A,,
751,Tindi,tind1238,ПИ́ᴴКА,,Magomedova 2003,финка,p-ĩ-0-k-a,fʲ-'i-n-k-A,,
752,Avar,avar1256,фѝзика,,Gimbatov 2006,физика,f-'i-z-i-k-a,fʲ-'i-zʲ-I-k-A,,
753,Bagvalal,bagv1239,П́ИЗИКА,,Magomedova 2004,физика,p-'i-z-i-k-a,fʲ-'i-zʲ-I-k-A,,
754,Botlikh_Al,botl1242,пи́зика,,"Alekseev, Azayev 2019",физика,p-'i-z-i-k-a,fʲ-'i-zʲ-I-k-A,,
755,Godoberi,ghod1238,ПИ́ЗИКЯ,,Saidova 2006,физика,p-'i-z-i-kʲ-a,fʲ-'i-zʲ-I-k-A,,
756,Avar,avar1256,федера́ция,,Gimbatov 2006,федерация,f-e-d-e-r-'a-ts-i-j-a,fʲ-E-dʲ-E-r-'a-ts-I-j-A,,
757,Botlikh_Al,botl1242,педера́ци,noun,"Alekseev, Azayev 2019",федерация,p-e-d-e-r-'a-ts-i-0-0,fʲ-E-dʲ-E-r-'a-ts-I-j-A,,
758,Botlikh_Al,botl1242,педеративный,,"Alekseev, Azayev 2019",федеративный,p-e-d-e-r-a-t-i-w-n-i-j,fʲ-E-dʲ-E-r-A-tʲ-'i-v-n-I-j,,
759,Avar,avar1256,фестивал/ь,,Gimbatov 2006,фестиваль,f-e-s-t-i-w-'a-l,fʲ-E-s-tʲ-I-v-'a-lʲ,,
760,Botlikh_Al,botl1242,пестива́л,,"Alekseev, Azayev 2019",фестиваль,p-e-s-t-i-w-'a-l,fʲ-E-s-tʲ-I-v-'a-lʲ,,
761,Avar,avar1256,февра́л/ь,,Gimbatov 2006,февраль,f-e-w-r-'a-l,fʲ-E-v-r-'a-lʲ,,
762,Bagvalal,bagv1239,ПЕБРÁЛБО̄С̄I,,Magomedova 2004,февраль,p-e-b-r-'a-l,fʲ-E-v-r-'a-lʲ,,
763,Botlikh,botl1242,певра́л,noun,"Saidova, Abusov 2012",февраль,p-e-w-r-'a-l,fʲ-E-v-r-'a-lʲ,,
764,Botlikh_Al,botl1242,пебра́л,noun,"Alekseev, Azayev 2019",февраль,p-e-b-r-'a-l,fʲ-E-v-r-'a-lʲ,,
765,Godoberi,ghod1238,ПЕВРÁЛ,,Saidova 2006,февраль,p-e-w-r-'a-l,fʲ-E-v-r-'a-lʲ,,
766,Godoberi,ghod1238,ПЕВРÁЛПУРЦЦУ,,Saidova 2006,февраль,p-e-w-r-'a-l,fʲ-E-v-r-'a-lʲ,,
767,Botlikh_Al,botl1242,пило́соп,noun,"Alekseev, Azayev 2019",философ,p-i-l-'o-s-o-p,fʲ-I-l-'o-s-O-f,,
768,Avar,avar1256,филóсоф,,Gimbatov 2006,философ,f-i-l-'o-s-o-p,fʲ-I-l-'o-s-O-f,,
769,Avar,avar1256,филармóния,,Gimbatov 2006,филармония,f-i-l-a-r-m-'o-n-i-j-a,fʲ-I-l-A-r-m-'o-nʲ-I-j-A,,
770,Botlikh_Al,botl1242,пилармо́ни,noun,"Alekseev, Azayev 2019",филармония,p-i-l-a-r-m-'o-n-i-0-0,fʲ-I-l-A-r-m-'o-nʲ-I-j-A,,
771,Avar,avar1256,филóсофия,,Gimbatov 2006,философия,f-i-l-o-s-'o-p-i-j-a,fʲ-I-l-O-s-'o-fʲ-I-j-A,,
772,Botlikh_Al,botl1242,пилосо́пи,noun,"Alekseev, Azayev 2019",философия,p-i-l-o-s-'o-p-i-0-0,fʲ-I-l-O-s-'o-fʲ-I-j-A,,
773,Akhvakh,akhv1239,пискуту'ра,noun,"Magomedova, Abdulayeva 2007",физкультура,p-i-s-k-u-0-t-'u-r-a,fʲ-I-Z-k-U-lʲ-t-'u-r-A,,
774,Avar,avar1256,физкультýра,,Gimbatov 2006,физкультура,f-i-z-k-u-l-t-'u-r-a,fʲ-I-Z-k-U-lʲ-t-'u-r-A,,
775,Bagvalal,bagv1239,ПИЗКУЛТ́УРА,,Magomedova 2004,физкультура,p-i-z-k-u-l-t-'u-r-a,fʲ-I-Z-k-U-lʲ-t-'u-r-A,,
776,Botlikh_Al,botl1242,пи́зкултура,,"Alekseev, Azayev 2019",физкультура,p-'i-z-k-u-l-t-u-r-a,fʲ-I-Z-k-U-lʲ-t-'u-r-A,,
777,Botlikh,botl1242,пискулту́ра,,"Saidova, Abusov 2012",физкультура,p-i-s-k-u-l-t-'u-r-a,fʲ-I-Z-k-U-lʲ-t-'u-r-A,,
778,Godoberi,ghod1238,ПИ́СКУЛТУРА,,Saidova 2006,физкультура,p-'i-s-k-u-l-t-u-r-a,fʲ-I-Z-k-U-lʲ-t-'u-r-A,,
779,Avar,avar1256,га́йка,,Gimbatov 2006,гайка,g-'a-j-k-a,g-'a-j-k-A,,
780,Botlikh_Al,botl1242,га́йка,noun,"Alekseev, Azayev 2019",гайка,ɡ-'a-j-k-a,g-'a-j-k-A,,
781,Avar,avar1256,га́лстук,,Gimbatov 2006,галстук,g-'a-l-s-t-u-k,g-'a-l-s-t-U-k,,
782,Botlikh_Al,botl1242,га́луска,noun,"Alekseev, Azayev 2019",галстук,ɡ-'a-l-u-s-k-a,g-'a-l-s-t-U-k,1,
783,Botlikh_Al,botl1242,га́мма,noun,"Alekseev, Azayev 2019",гамма,ɡ-'a-m-m-a,g-'a-m-m-A,,
784,Akhvakh,akhv1239,га'зи,noun,"Magomedova, Abdulayeva 2007",газ,ɡ-'a-z-i,g-'a-Z-0,,
785,Avar,avar1256,гол,,Gimbatov 2006,гол,g-o-l,g-'o-l,,
786,Botlikh_Al,botl1242,гол,noun,"Alekseev, Azayev 2019",гол,ɡ-o-l,g-'o-l,,
787,Avar,avar1256,гóспитал/ь,,Gimbatov 2006,госпиталь,g-'o-s-p-i-t-a-l,g-'o-s-pʲ-I-t-A-lʲ,,
788,Botlikh_Al,botl1242,го́спитал,noun,"Alekseev, Azayev 2019",госпиталь,ɡ-'o-s-p-i-t-a-l,g-'o-s-pʲ-I-t-A-lʲ,,
789,Botlikh_Al,botl1242,гу́сле,,"Alekseev, Azayev 2019",гусли,ɡ-'u-s-l-e,g-'u-s-lʲ-I,,
790,Botlikh_Al,botl1242,голо́бус,noun,"Alekseev, Azayev 2019",глобус,ɡ-o-l-'o-b-u-s,g-0-l-'o-b-U-s,,
791,Botlikh_Al,botl1242,галаго́л,noun,"Alekseev, Azayev 2019",глагол,ɡ-a-l-a-ɡ-'o-l,g-0-l-A-g-'o-l,,
792,Botlikh_Al,botl1242,гулуши́тел,noun,"Alekseev, Azayev 2019",глушитель,ɡ-u-l-u-ʃ-'i-t-e-l,g-0-l-U-ʃ-'i-tʲ-E-lʲ,,
793,Botlikh_Al,botl1242,гилицери́н,noun,"Alekseev, Azayev 2019",глицерин,ɡ-i-l-i-ts-e-r-'i-n,g-0-lʲ-I-ts-E-rʲ-'i-n,,
794,Botlikh_Al,botl1242,гулюко́за,noun,"Alekseev, Azayev 2019",глюкоза,ɡ-u-l-u-k-'o-z-a,g-0-lʲ-U-k-'o-z-A,,
795,Botlikh_Al,botl1242,гара́дус,noun,"Alekseev, Azayev 2019",градус,ɡ-a-r-'a-d-u-s,g-0-r-'a-d-U-s,,
796,Akhvakh,akhv1239,га'ра,noun,"Magomedova, Abdulayeva 2007",грамм,ɡ-'a-r-a-0,g-0-r-'a-m,,
797,Andi,andi1255,гарам,,Salimov 2010,грамм,ɡ-a-r-a-m,g-0-r-'a-m,,
798,Botlikh,botl1242,гара́м,noun,"Saidova, Abusov 2012",грамм,ɡ-a-r-'a-m,g-0-r-'a-m,,
799,Godoberi,ghod1238,ГЯРÁМ,noun,Saidova 2006,грамм,ɡʲ-a-r-'a-m,g-0-r-'a-m,,
800,Karata-Tukita,kara1474,ГАРА'М,noun,"Magomedova, Khalidova 2001",грамм,ɡ-a-r-'a-m,g-0-r-'a-m,,
801,Botlikh_Al,botl1242,гуру́па,noun,"Alekseev, Azayev 2019",группа,ɡ-u-r-'u-p-a,g-0-r-'u-p-A,,
802,Avar,avar1256,гара́пин,,Gimbatov 2006,графин,g-a-r-'a-p-i-n,g-0-r-A-fʲ-'i-n,,
803,Botlikh_Al,botl1242,гарапи́н,noun,"Alekseev, Azayev 2019",графин,ɡ-a-r-a-p-'i-n,g-0-r-A-fʲ-'i-n,,
804,Botlikh_Al,botl1242,гарапи́т,noun,"Alekseev, Azayev 2019",графит,ɡ-a-r-a-p-'i-t,g-0-r-A-fʲ-'i-t,,
805,Botlikh_Al,botl1242,гарама́тика,noun,"Alekseev, Azayev 2019",грамматика,ɡ-a-r-a-m-'a-t-i-k-a,g-0-r-A-m-'a-tʲ-I-k-A,,
806,Botlikh_Al,botl1242,гарана́та,noun,"Alekseev, Azayev 2019",граната,ɡ-a-r-a-n-'a-t-a,g-0-r-A-n-'a-t-A,,
807,Botlikh_Al,botl1242,гарани́т,noun,"Alekseev, Azayev 2019",гранит,ɡ-a-r-a-n-'i-t,g-0-r-A-nʲ-'i-t,,
808,Botlikh_Al,botl1242,гара́жданин,noun,"Alekseev, Azayev 2019",гражданин,ɡ-a-r-'a-ʒ-d-a-n-i-n,g-0-r-A-ʐ-d-A-nʲ-'i-n,,
809,Botlikh_Al,botl1242,гере́лка,noun,"Alekseev, Azayev 2019",грелка,ɡ-e-r-'e-l-k-a,g-0-rʲ-'e-l-k-A,,
810,Botlikh_Al,botl1242,гири́п,noun,"Alekseev, Azayev 2019",грипп,ɡ-i-r-'i-p,g-0-rʲ-'i-p,,
811,Avar,avar1256,галóш,,Gimbatov 2006,галоша,g-a-l-'o-ʃ-0,g-a-l-'o-ʃ-a,,
812,Akhvakh,akhv1239,галипе',noun,"Magomedova, Abdulayeva 2007",галифе,ɡ-a-l-i-p-'e,g-A-lʲ-I-f-'e,,
813,Avar,avar1256,галѝпа,,Gimbatov 2006,галифе,g-a-l-'i-p-a,g-A-lʲ-I-f-'e,,
814,Bagvalal,bagv1239,ГАЛИП̄́О,,Magomedova 2004,галифе,ɡ-a-l-i-p-'oː,g-A-lʲ-I-f-'e,,
815,Botlikh,botl1242,галипе́барта,,"Saidova, Abusov 2012",галифе,ɡ-a-l-i-p-'e,g-A-lʲ-I-f-'e,,
816,Botlikh_Al,botl1242,галипе́,noun,"Alekseev, Azayev 2019",галифе,ɡ-a-l-i-p-'e,g-A-lʲ-I-f-'e,,
817,Godoberi,ghod1238,ГАЛИПÉБАРТА,noun,Saidova 2006,галифе,ɡ-a-l-i-p-'e,g-A-lʲ-I-f-'e,,
818,Godoberi,ghod1238,ГАЛИПÉ,noun,Saidova 2006,галифе,ɡ-a-l-i-p-'e,g-A-lʲ-I-f-'e,,
819,Avar,avar1256,гара́ж,,Gimbatov 2006,гараж,g-a-r-'a-ʒ,g-A-r-'a-ZH,,
820,Botlikh_Al,botl1242,гара́ж,noun,"Alekseev, Azayev 2019",гараж,ɡ-a-r-'a-ʒ,g-A-r-'a-ZH,,
821,Avar,avar1256,гарнѝр,,Gimbatov 2006,гарнир,g-a-r-n-'i-r,g-A-r-nʲ-'i-r,,
822,Botlikh_Al,botl1242,гарни́р,noun,"Alekseev, Azayev 2019",гарнир,ɡ-a-r-n-'i-r,g-A-r-nʲ-'i-r,,
823,Avar,avar1256,гарнитýр,,Gimbatov 2006,гарнитур,g-a-r-n-i-t-'u-r,g-A-r-nʲ-i-t-'u-r,,
824,Botlikh_Al,botl1242,гарниту́р,noun,"Alekseev, Azayev 2019",гарнитур,ɡ-a-r-n-i-t-'u-r,g-A-r-nʲ-i-t-'u-r,,
825,Botlikh_Al,botl1242,гастри́т,noun,"Alekseev, Azayev 2019",гастрит,ɡ-a-s-t-r-'i-t,g-A-s-t-rʲ-'i-t,,
826,Botlikh_Al,botl1242,гупва́хта,,"Alekseev, Azayev 2019",гауптвахта,ɡ-0-u-p-0-w-'a-χ-t-a,g-A-U-p-t-v-'a-x-t-A,,
827,Avar,avar1256,газ,,Gimbatov 2006,газ,g-a-z,g-'a-Z,,
828,Bagvalal,bagv1239,ГАЗ,,Magomedova 2004,газ,ɡ-a-z,g-'a-Z,,
829,Botlikh_Al,botl1242,газ,noun,"Alekseev, Azayev 2019",газ,ɡ-a-z,g-'a-Z,,
830,Botlikh,botl1242,газ,noun,"Saidova, Abusov 2012",газ,ɡ-a-z,g-'a-Z,,
831,Karata-Tukita,kara1474,ГАЗ,noun,"Magomedova, Khalidova 2001",газ,ɡ-a-z,g-'a-Z,,
832,Godoberi,ghod1238,ГЯ́ЗИ,noun,Saidova 2006,газ,ɡʲ-'a-z-i,g-'a-Z-0,,
833,Akhvakh,akhv1239,кази'йате,noun,"Magomedova, Abdulayeva 2007",газета,k-a-z-'i-j-a-t-e,g-A-zʲ-'e-0-0-t-A,,
834,Andi,andi1255,казийати,,Salimov 2010,газета,k-a-z-i-j-a-t-i,g-A-zʲ-'e-0-0-t-A,,
835,Avar,avar1256,казѝят,,Gimbatov 2006,газета,k-a-z-'i-j-a-t-0,g-A-zʲ-'e-0-0-t-A,,
836,Bagvalal,bagv1239,КАЗ́ИЙАТ,,Magomedova 2004,газета,k-a-z-'i-j-a-t-0,g-A-zʲ-'e-0-0-t-A,,
837,Karata-Tukita,kara1474,ГАЗИЙА'Т,noun,"Magomedova, Khalidova 2001",газета,ɡ-a-z-i-j-'a-t-0,g-A-zʲ-'e-0-0-t-A,,
838,Karata-Tukita,kara1474,КАЗИЙА'Т,noun,"Magomedova, Khalidova 2001",газета,k-a-z-i-j-'a-t-0,g-A-zʲ-'e-0-0-t-A,,
839,Avar,avar1256,газéт,,Gimbatov 2006,газета,g-a-z-'e-t-0,g-A-zʲ-'e-t-A,,
840,Bagvalal,bagv1239,КАЗ̄́ЕТА,,Magomedova 2004,газета,k-a-z-'eː-t-a,g-A-zʲ-'e-t-A,,
841,Bagvalal,bagv1239,КАЗ̄́ИТ,,Magomedova 2004,газета,k-a-z-'iː-t-0,g-A-zʲ-'e-t-A,,
842,Botlikh_Al,botl1242,газ,noun,"Alekseev, Azayev 2019",газета,ɡ-a-z-0-0-0,g-A-zʲ-'e-t-A,,
843,Botlikh,botl1242,газе́т,noun,"Saidova, Abusov 2012",газета,ɡ-a-z-'e-t-0,g-A-zʲ-'e-t-A,,
844,Botlikh,botl1242,казе́т,noun,"Saidova, Abusov 2012",газета,k-a-z-'e-t-0,g-A-zʲ-'e-t-A,,
845,Godoberi,ghod1238,ГЯЗÉТ/И,noun,Saidova 2006,газета,ɡʲ-a-z-'e-t-i,g-A-zʲ-'e-t-A,,
846,Godoberi,ghod1238,КЯЗÉТ/И,,Saidova 2006,газета,kʲ-a-z-'e-t-i,g-A-zʲ-'e-t-A,,
847,Avar,avar1256,глóбус,,Gimbatov 2006,глобус,g-l-'o-b-u-s,g-l-'o-b-U-s,,
848,Avar,avar1256,глагóл,,Gimbatov 2006,глагол,g-l-a-g-'o-l,g-l-A-g-'o-l,,
849,Avar,avar1256,глушѝтел/ь,,Gimbatov 2006,глушитель,g-l-u-ʃ-'i-t-e-l,g-l-U-ʃ-'i-tʲ-E-lʲ,,
850,Avar,avar1256,глицерѝн,,Gimbatov 2006,глицерин,g-l-i-ts-e-r-'i-n,g-lʲ-I-ts-E-rʲ-'i-n,,
851,Avar,avar1256,глюкóза,,Gimbatov 2006,глюкоза,g-l-u-k-'o-z-a,g-lʲ-U-k-'o-z-A,,
852,Botlikh_Al,botl1242,га́лупци,noun,"Alekseev, Azayev 2019",голубцы,ɡ-'a-l-u-p-ts-i,g-O-l-U-B-ts-'i,,
853,Botlikh_Al,botl1242,горко́м,noun,"Alekseev, Azayev 2019",горком,ɡ-o-r-k-'o-m,g-O-r-k-'o-m,,
854,Botlikh_Al,botl1242,гарчи́чник,noun,"Alekseev, Azayev 2019",горчичник,ɡ-a-r-tʃ-'i-tʃ-n-i-k,g-O-r-tɕ-'i-tɕ-nʲ-I-k,,
855,Avar,avar1256,горчѝца,,Gimbatov 2006,горчица,g-o-r-tʃ-'i-ts-a,g-O-r-tɕ-'i-ts-A,,
856,Botlikh_Al,botl1242,гарчи́ца,noun,"Alekseev, Azayev 2019",горчица,ɡ-a-r-tʃ-'i-ts-a,g-O-r-tɕ-'i-ts-A,,
857,Botlikh_Al,botl1242,гаре́лка,noun,"Alekseev, Azayev 2019",горелка,ɡ-a-r-'e-l-k-a,g-O-rʲ-'e-l-k-A,,
858,Avar,avar1256,гостѝница,,Gimbatov 2006,гостиница,g-o-s-t-'i-n-i-ts-a,g-O-s-tʲ-'i-nʲ-I-ts-A,,
859,Botlikh_Al,botl1242,гасти́ница,noun,"Alekseev, Azayev 2019",гостиница,ɡ-a-s-t-'i-n-i-ts-a,g-O-s-tʲ-'i-nʲ-I-ts-A,,
860,Avar,avar1256,готова́льня,,Gimbatov 2006,готовальня,g-o-t-o-w-'a-l-n-a,g-O-t-O-v-'a-lʲ-nʲ-A,,
861,Botlikh_Al,botl1242,гатава́лни,noun,"Alekseev, Azayev 2019",готовальня,ɡ-a-t-a-w-'a-l-n-i,g-O-t-O-v-'a-lʲ-nʲ-A,,
862,Avar,avar1256,гра́дус,,Gimbatov 2006,градус,g-r-'a-d-u-s,g-r-'a-d-U-s,,
863,Avar,avar1256,грамм,,Gimbatov 2006,грамм,g-r-a-m,g-r-'a-m,,
864,Avar,avar1256,грамма́тика,,Gimbatov 2006,грамматика,g-r-a-m-'a-t-i-k-a,g-r-A-m-'a-tʲ-I-k-A,,
865,Avar,avar1256,грана́та,,Gimbatov 2006,граната,g-r-a-n-'a-t-a,g-r-A-n-'a-t-A,,
866,Avar,avar1256,гра́жданин,,Gimbatov 2006,гражданин,g-r-'a-ʒ-d-a-n-i-n,g-r-A-ʐ-d-A-nʲ-'i-n,,
867,Avar,avar1256,грипп,,Gimbatov 2006,грипп,g-r-i-p,g-rʲ-'i-p,,
